"序号","网址","发帖大类","发帖小类","发帖标题","发帖内容","发帖人","发帖日期","发帖类型","分词结果"
98,http://bbs.cehome.com/thread-1150657-1-1.html,挖掘机专区,杂谈图库,晚上好,来签到了，大家好啊！！！,飞仙,2017-11-28,,晚上好 来 签 到了 ， 大家 好啊 ！ ！ ！
99,http://bbs.cehome.com/thread-1150649-1-1.html,挖掘机专区,我爱我挖,D4D发动机,求沃尔沃D4D发动机单体泵安装方法,13984214122,2017-11-28,,D4D 发动机 求 沃尔沃 D4D 发动机 单体 泵 安装 方法
100,http://bbs.cehome.com/thread-1150647-1-1.html,挖掘机专区,我爱我挖,五个甲友喊声到,,手机用户gl12347,2017-11-28,,五 个 甲 友 喊声 到 
101,http://bbs.cehome.com/thread-1150640-1-1.html,铁甲娱乐,轻松一刻,签到领金币,我的车贴怎么还没消息啊，别人都到了。好羡慕,天边的眷恋,2017-11-28,,签到 领 金币 我 的 车 贴 怎么 还没 消息 啊 ， 别人 都 到了 。 好羡慕
102,http://bbs.cehome.com/thread-1150635-1-1.html,挖掘机专区,我爱我挖,小松56小挖质量怎么样,请朋友指点一下,13653393399,2017-11-28,,小松 56 小挖 质量 怎么样 请 朋友 指点 一下
103,http://bbs.cehome.com/thread-1150632-1-1.html,挖掘机专区,我爱我挖,沃尔沃140BLC,沃尔沃140BLC的单体泵怎么更换，请甲友亮招,13984214122,2017-11-28,,沃尔沃 140BLC 沃尔沃 140BLC 的 单体 泵 怎么 更换 ， 请 甲 友 亮 招
104,http://bbs.cehome.com/thread-1150628-1-1.html,挖掘机专区,选购询价,卡特311C机好不好,看下這台卡特311C机值多少钱请甲友估下到底好不好有用过的参考下谢谢了！,盘昊洋,2017-11-28,,卡特 311C 机 好不好 看下 這 台 卡特 311C 机 值 多少钱 请 甲 友 估 下 到底 好不 好有 用过 的 参考 下 谢 谢了 ！
105,http://bbs.cehome.com/thread-1150622-1-1.html,挖掘机专区,我爱我挖,又是十个,,手机用户sq1986,2017-11-28,,又是 十个 
106,http://bbs.cehome.com/thread-1150616-1-1.html,挖掘机专区,我爱我挖,微挖配件哪里能找到，可以留联系方式吗？,求大神介绍哪里能找到这款微挖的的配件，开普15,看他流口水了,2017-11-28,维修改装,微 挖 配件 哪里 能 找到 ， 可以 留 联系方式 吗 ？ 求 大神 介绍 哪里 能 找到 这款 微 挖 的 的 配件 ， 开 普 15
107,http://bbs.cehome.com/thread-1150609-1-1.html,挖掘机专区,我爱我挖,找工作,找工作,手机用户afnry24,2017-11-28,,找工作 找工作
108,http://bbs.cehome.com/thread-1150605-1-1.html,我与工程机械,故障咨询,大神指点,小松220-7挖掘机油门电机和拉杆已更换，间隙不好调，要么能加上油门但熄不了火，要么能熄火加不上油门，求大神指点。,YL360,2017-11-28,其他,大神 指点 小松 220-7 挖掘机 油门 电机 和 拉杆 已 更换 ， 间隙 不好 调 ， 要么 能 加上 油门 但 熄 不了 火 ， 要么 能 熄火 加 不 上 油门 ， 求 大神 指点 。
109,http://bbs.cehome.com/thread-1150601-1-1.html,挖掘机专区,选购询价,微型挖机，哪个才是王？你懂你来讲！,室内的微型小挖机哪个品牌好？有人推荐卡特牌子不错，又有人说久保田的微挖机好！他们俩谁才是高手呢？欢迎懂挖机的大神留言评论，谢谢了~,铁爪_,2017-11-28,机型对比,微型 挖机 ， 哪个 才是 王 ？ 你 懂你 来讲 ！ 室内 的 微型 小 挖机 哪个 品牌 好 ？ 有人 推荐 卡特 牌子 不错 ， 又 有人 说 久保田 的 微 挖机 好 ！ 他们 俩 谁 才是 高手 呢 ？ 欢迎 懂 挖机 的 大神 留言 评论 ， 谢 谢了 ~
110,http://bbs.cehome.com/thread-1150599-1-1.html,铁甲娱乐,轻松一刻,签到,夜猫子,成吉思春,2017-11-28,,签到 夜猫子
111,http://bbs.cehome.com/thread-1150593-1-1.html,挖掘机专区,我爱我挖,挖掘机大佬们，请教一下,60挖掘机想换防冻液，直接把水箱下面的阀门开开，放完，就可以加防冻液吗，能加多少升的防冻液？,15384638879,2017-11-28,,挖掘机 大佬 们 ， 请教 一下 60 挖掘机 想 换 防冻液 ， 直接 把 水箱 下 面的 阀门 开开 ， 放完 ， 就可以 加 防冻液 吗 ， 能 加多少 升 的 防冻液 ？
112,http://bbs.cehome.com/thread-1150591-1-1.html,我与工程机械,故障咨询,神钢350,神钢350-8，只有行走有先导压力，别的动作都没有，而且还整车没动作，行走也没动作。,手机用户ademux6,2017-11-28,,神钢 350 神钢 350-8 ， 只有 行走 有 先导 压力 ， 别的 动作 都没有 ， 而且 还 整车 没 动作 ， 行走 也 没 动作 。
113,http://bbs.cehome.com/thread-1150588-1-1.html,挖掘机专区,我爱我挖,速度与激情8,,曾经英雄,2017-11-28,,速度 与 激情 8 
114,http://bbs.cehome.com/thread-1150583-1-1.html,我与工程机械,起重设备,利勃海尔LTC 1050-3.1 图片分享,,NICKEY,2017-11-28,汽车吊,利 勃 海尔 LTC 1050-3.1  图片 分享 
115,http://bbs.cehome.com/thread-1150581-1-1.html,铁甲娱乐,轻松一刻,签到,,18611748689,2017-11-28,,签到 
116,http://bbs.cehome.com/thread-1150580-1-1.html,挖掘机专区,杂谈图库,【一起来 就现在】铁齿钢牙！锅炉胃！,,铁甲小隆,2017-11-28,,【 一 起来   就 现在 】 铁 齿 钢 牙 ！ 锅炉 胃 ！ 
117,http://bbs.cehome.com/thread-1150567-1-1.html,挖掘机专区,我爱我挖,挖掘机回油滤清多久换一次,挖掘机回油滤清多久换一次,15072066277,2017-11-27,,挖掘机 回 油 滤清 多久 换 一次 挖掘机 回 油 滤清 多久 换 一次
118,http://bbs.cehome.com/thread-1150561-1-1.html,挖掘机专区,我爱我挖,【维修往事】卡特312D挖机7000小时换链筋与使用2000小时 ...,甲友们！晚上好啊！铁甲每月话动这么多，我们当然要积极参与啦。上面的标题是不是有点矛盾？下面来简单介绍一下。设备型号：卡特彼勒312D挖掘机。故障：脱轨、销套破损及链筋断裂。维修地点：采石场现场维修。维修时间与费用：维修时间3人工作大约4小时，维修费用4740元（链筋3800元、驱动齿400元、螺丝180棵每棵3元）人工费用0元。个人觉得螺丝完全可以直接用风炮打下来，一棵也不用割（当时全部割掉的），换了链筋还可以用旧螺丝。这样费用又可节省好几百元，,铁甲小隆,2017-11-27,使用报告,【 维修 往事 】 卡特 312D 挖机 7000 小时 换 链 筋 与 使用 2000 小时  ... 甲 友 们 ！ 晚上 好啊 ！ 铁甲 每月 话 动 这么多 ， 我们 当然 要 积极参与 啦 。 上 面的 标题 是不是 有点 矛盾 ？ 下面 来 简单 介绍 一下 。 设备 型号 ： 卡特 彼 勒 312D 挖掘机 。 故障 ： 脱轨 、 销 套 破损 及 链 筋 断裂 。 维修 地点 ： 采石场 现场 维修 。 维修 时间 与 费用 ： 维修 时间 3 人 工作 大约 4 小时 ， 维修 费用 4740 元 （ 链 筋 3800 元 、 驱动 齿 400 元 、 螺丝 180 棵 每棵 3 元 ） 人工 费用 0 元 。 个人 觉得 螺丝 完全可以 直接 用 风 炮 打下来 ， 一棵 也 不用 割 （ 当时 全部 割掉 的 ） ， 换了 链 筋 还 可以 用旧 螺丝 。 这样 费用 又可 节省 好 几百元 ，
119,http://bbs.cehome.com/thread-1150551-1-1.html,我与工程机械,故障咨询,求大师指点,加腾307-1收散小臂偏慢但有力，其它动作都快啥回事？,微信用户-1185,2017-11-27,其他,求 大师 指点 加 腾 307-1 收 散 小臂 偏 慢 但 有力 ， 其它 动作 都 快 啥 回事 ？
120,http://bbs.cehome.com/thread-1150548-1-1.html,挖掘机专区,我爱我挖,求救 求救,有没有修发动机的师傅小弟遇到难题了有没有帮帮小弟求个位老师傅留一下号码,该用户不可思议,2017-11-27,,求救   求救 有没有 修 发动机 的 师傅 小弟 遇到 难 题了 有没有 帮帮 小弟 求 个位 老师傅 留 一下 号码
121,http://bbs.cehome.com/thread-1150546-1-1.html,,,,,,,, 
122,http://bbs.cehome.com/thread-1150542-1-1.html,挖掘机专区,我爱我挖,60履带挖机包月还是计时,我们这边60挖掘机120/小时每月平均不会超过150小时.包月不计时有活就干月300小时的样子.师傅工资每月5000块建议去做包月还是小时,veryGood靓仔,2017-11-27,,60 履带 挖机 包月 还是 计时 我们 这边 60 挖掘机 120/ 小时 每 月平均 不会 超过 150 小时 . 包月 不计 时有 活 就 干 月 300 小时 的 样子 . 师傅 工资 每月 5000 块 建议 去做 包月 还是 小时
123,http://bbs.cehome.com/thread-1150540-1-1.html,挖掘机专区,选购询价,三一245H挖掘机怎么样？,三一245挖掘机怎么样，有么有215的质量，分期3年得多少大洋，，求大神指点,Y飞天,2017-11-27,21-30吨,三一 245H 挖掘机 怎么样 ？ 三一 245 挖掘机 怎么样 ， 有 么 有 215 的 质量 ， 分期 3 年 得 多少 大洋 ， ， 求 大神 指点
124,http://bbs.cehome.com/thread-1150538-1-1.html,挖掘机专区,我爱我挖,各位师兄咨询一下,凯斯55得履带装现代60-7能装上不？,13795598593,2017-11-27,,各位 师兄 咨询 一下 凯 斯 55 得 履带 装 现代 60-7 能 装上 不 ？
125,http://bbs.cehome.com/thread-1150537-1-1.html,挖掘机专区,我爱我挖,精品老现代最近的干活照片,性能好，滴油不漏特别省油，还是老车质量好,landianlu,2017-11-27,使用报告,精品 老 现代 最近 的 干活 照片 性能好 ， 滴油 不漏 特别 省油 ， 还是 老 车 质量 好
126,http://bbs.cehome.com/thread-1150535-1-1.html,挖掘机专区,我爱我挖,昨天晚上喷油了,,一如既往开挖机,2017-11-27,,昨天晚上 喷 油了 
127,http://bbs.cehome.com/thread-1150532-1-1.html,铁甲娱乐,轻松一刻,写错了,,。未。来。,2017-11-27,,写 错了 
128,http://bbs.cehome.com/thread-1150528-1-1.html,挖掘机专区,我爱我挖,大师在哪里,已经攒两次抽奖机会了，求大师指点个好日子。兄弟我也抽个物品，跪求跪求,米小米,2017-11-27,,大师 在 哪里 已经 攒 两次 抽奖 机 会了 ， 求 大师 指 点个 好日子 。 兄弟 我 也 抽 个 物品 ， 跪求 跪求
129,http://bbs.cehome.com/thread-1150527-1-1.html,铁甲娱乐,轻松一刻,中奖了,中大奖了,遂宁……俊男！！！,2017-11-27,,中奖 了 中大奖 了
130,http://bbs.cehome.com/thread-1150525-1-1.html,挖掘机专区,我爱我挖,斯太尔发动机排气管噗噗的响,请教各位老师，斯太尔发动机排气管噗噗的响，修车的说是气门响，这种情况还能不能干活，怎样修理。,好运来,2017-11-27,,斯太尔 发动机 排气管 噗噗 的 响 请教 各位 老师 ， 斯太尔 发动机 排气管 噗噗 的 响 ， 修车 的 说是 气门 响 ， 这种 情况 还 能不能 干活 ， 怎样 修理 。
131,http://bbs.cehome.com/thread-1150524-1-1.html,我与工程机械,故障咨询,三一SY55C-10挖掘机，新车80小时吐槽报告,新人一枚，初次发帖抱着满心欢喜全款提了一台三一55，回来第一天就感觉旋转做组合动作有撞击声，急停的时候更明显，开了这么多年，从来没有哪个车有这么大的声音。受不了给售后打电话，过来试车说是正常的刹车声，好吧，我无话可说，有哪个挖机刹车刹的感觉驾驶室要散架的，起码以前开的55-9没有这么烂，我忍了。三十个小时的时候感觉旋转又多了一种异响，仔细排查发现小臂有点摇晃，连接大臂处轴销左右间隙目测超过4了毫米，轴销外面的大螺丝也是松的用手都可以拧动。这几天都在忙，心想也不是什么大问题先用着再说，我开始还天真的以为把螺丝拧紧了间隙会不会就没这么大了，今天打电话售后过来拧螺丝，结果拧紧了他跟我说这螺丝跟间隙没关系，说厂家就是这样设计的没问题，我也认了，我让他给我一边塞个2毫米垫片，他说塞了垫片会加速磨损，建议就这样用。哥，这可是新车啊，想到那个框铛框铛的声音心里就烦，还有就是五十铃发动机启动冒黑烟，这不是旧车专利，新车也是一样一样的，不能说三一垃圾，市场保有量在这里，我不相信三一我也不会买，确实是有些失望了！,18108655887,2017-11-27,其他问题,三一 SY55C-10 挖掘机 ， 新车 80 小时 吐 槽 报告 新人 一枚 ， 初次 发帖 抱着 满心欢喜 全款 提了 一台 三一 55 ， 回来 第一天 就 感觉 旋转 做 组合 动作 有 撞击声 ， 急 停 的 时候 更 明显 ， 开了 这么 多年 ， 从来没有 哪个 车 有 这么 大 的 声音 。 受不了 给 售后 打电话 ， 过来 试车 说是 正常 的 刹车声 ， 好吧 ， 我 无话可说 ， 有 哪个 挖机 刹车 刹 的 感觉 驾驶室 要 散架 的 ， 起码 以前 开 的 55-9 没有 这么 烂 ， 我 忍了 。 三 十个 小时 的 时候 感觉 旋转 又 多了 一种 异 响 ， 仔细 排查 发现 小臂 有点 摇晃 ， 连接 大 臂 处 轴 销 左右 间隙 目测 超过 4 了 毫米 ， 轴 销 外 面的 大 螺丝 也是 松 的 用手 都可以 拧动 。 这 几天 都在 忙 ， 心想 也 不 是什么 大问题 先 用着 再说 ， 我 开始 还 天 真的 以为 把 螺丝 拧 紧了 间隙 会不会 就 没 这么 大 了 ， 今天 打电话 售后 过来 拧 螺丝 ， 结果 拧 紧了 他 跟我 说 这 螺丝 跟 间隙 没关系 ， 说 厂家 就是 这样 设计 的 没问题 ， 我 也 认了 ， 我 让 他 给我 一 边塞 个 2 毫米 垫片 ， 他 说 塞 了 垫片 会 加速 磨损 ， 建议 就这样 用 。 哥 ， 这 可是 新车 啊 ， 想到 那个 框 铛 框 铛 的 声音 心里 就 烦 ， 还有 就是 五十铃 发动机 启动 冒 黑烟 ， 这不是 旧车 专利 ， 新车 也是 一样 一样 的 ， 不能说 三一 垃圾 ， 市场 保有量 在这里 ， 我 不相信 三一 我 也 不会 买 ， 确实是 有些 失望 了 ！
132,http://bbs.cehome.com/thread-1150522-1-1.html,铁甲娱乐,视频 模型 游戏,原创视频,装逼13我们是专业的,飝爺敢爲天下,2017-11-27,,原创 视频 装 逼 13 我们 是 专业 的
133,http://bbs.cehome.com/thread-1150521-1-1.html,互通有无,招聘求职,找工作！,现在这个老板因机子油泵有问题一直在修，想换个老板！本人在成都郫县。工作经验五年以上，对于工资没什么要求！需要包吃住！要过年了活路一定要多一点！有需要的给我留言！,昨晚那个人,2017-11-27,四川,找工作 ！ 现在 这个 老板 因 机子 油泵 有 问题 一直在 修 ， 想 换个 老板 ！ 本 人在 成都 郫县 。 工作经验 五 年 以上 ， 对于 工资 没什么 要求 ！ 需要 包 吃住 ！ 要 过年 了 活路 一 定要 多一点 ！ 有 需要 的 给我 留言 ！
134,http://bbs.cehome.com/thread-1150519-1-1.html,挖掘机专区,我爱我挖,dp翻山越岑,,铁甲平子,2017-11-27,,dp 翻 山越 岑 
135,http://bbs.cehome.com/thread-1150517-1-1.html,挖掘机专区,我爱我挖,刚入手柳工922d,6500了看看怎样,13181430444,2017-11-27,提车作业,刚 入手 柳 工 922d 6500 了 看看 怎样
136,http://bbs.cehome.com/thread-1150514-1-1.html,挖掘机专区,我爱我挖,小松200-8正常油耗多少,小松200-8一小时正常油耗多少升,手机用户cfnt469,2017-11-27,,小松 200-8 正常 油耗 多少 小松 200-8 一小时 正常 油耗 多少 升
137,http://bbs.cehome.com/thread-1150513-1-1.html,挖掘机专区,我爱我挖,卡特320C下大臂明显太快,求解,15877222061,2017-11-27,,卡特 320C 下 大 臂 明显 太快 求解
138,http://bbs.cehome.com/thread-1150508-1-1.html,挖掘机专区,我爱我挖,各位大哥看看有没有遇到这种情况的小松七型,打火老是要打很久才能着机，其他的都很正常，,秋,2017-11-27,,各位 大哥 看看 有没有 遇到 这种 情况 的 小松 七 型 打火 老是 要 打 很久 才能 着 机 ， 其他 的 都 很正常 ，
139,http://bbs.cehome.com/thread-1150504-1-1.html,挖掘机专区,我爱我挖,铁甲由史以来最牛的文章！！！,王师傅终于看到你本人了。今天很高兴，感谢铁甲让我看到王师傅本人的相片。三年前您派徒弟帮我修的小松200-6机还在为我挣钱。今天看到你的专题报道很激动。今年你更忙了，也少见你的帖子。    在此祝你身体健康，阖家欢乐！,岚城挖机,2017-11-27,,铁甲 由 史 以来 最 牛 的 文章 ！ ！ ！ 王师傅 终于 看 到你 本人 了 。 今天 很 高兴 ， 感谢 铁甲 让 我 看到 王师傅 本人 的 相片 。 三 年前 您 派 徒弟 帮我 修 的 小松 200-6 机 还 在为 我 挣钱 。 今天 看 到你 的 专题报道 很 激动 。 今年 你 更忙 了 ， 也 少 见你 的 帖子 。      在此 祝你 身体健康 ， 阖家欢乐 ！
140,http://bbs.cehome.com/thread-1150503-1-1.html,我与工程机械,故障咨询,神钢230-6e打不着火，大神指点,用钥匙打不着火，直搭可以启动，继电器换新的也不行，求指点,手机用户chpz689,2017-11-27,其他,神钢 230-6e 打 不 着火 ， 大神 指点 用 钥匙 打 不 着火 ， 直 搭 可以 启动 ， 继电器 换新 的 也 不行 ， 求 指点
141,http://bbs.cehome.com/thread-1150495-1-1.html,互通有无,招聘求职,福建南平招一名小挖机驾驶员,福建南平招一名小挖机驾驶员，工资月结要求：有责任心吃苦耐劳电话微信同步13045999994,二爷工程机械,2017-11-27,福建,福建 南平 招 一名 小 挖机 驾驶员 福建 南平 招 一名 小 挖机 驾驶员 ， 工资 月结 要求 ： 有 责任心 吃苦耐劳 电话 微 信 同步 13045999994
